,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
870,20,RL,60.0,6600,2,0,4,Lvl,4.0,Inside,3,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,1,0.0,1,0.0,894.0,894.0,GasA,4,N,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1962.0,Unf,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2009,WD,Normal
871,60,RL,70.0,8750,2,0,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4,3,No,6,505.0,1,0.0,299.0,804.0,GasA,5,Y,SBrkr,804,878,0,1682,0.0,0.0,2,1,3,1,4.0,7,8.0,0,0,Attchd,1998.0,RFn,2.0,523.0,3,3,2,0,77,0,0,0,0,0,0,None,0,6,2010,WD,Normal
872,20,RL,74.0,8892,2,0,4,Lvl,4.0,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3,3,2,1,0.0,1,0.0,105.0,105.0,GasA,4,Y,SBrkr,910,0,0,910,0.0,0.0,1,0,3,1,4.0,5,8.0,0,0,Attchd,1953.0,Unf,2.0,414.0,3,3,2,196,0,150,0,0,0,0,2,None,0,10,2008,WD,Normal
873,40,RL,60.0,12144,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,No,3,375.0,1,0.0,457.0,832.0,GasA,4,Y,SBrkr,1036,0,232,1268,0.0,0.0,1,0,3,1,3.0,6,8.0,1,4,Attchd,1949.0,Unf,1.0,288.0,3,3,2,0,28,0,0,0,0,0,0,Othr,0,9,2009,WD,Normal
874,50,RM,52.0,5720,2,0,4,Lvl,4.0,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,1,0.0,1,0.0,676.0,676.0,GasA,5,Y,SBrkr,676,455,0,1131,0.0,0.0,1,1,3,1,3.0,5,8.0,0,0,Detchd,1941.0,Unf,1.0,200.0,3,3,2,26,0,0,0,0,0,0,0,None,0,8,2009,WD,Abnorml
875,60,FV,75.0,9000,2,0,4,Lvl,4.0,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,2,6,64.0,1,0.0,1120.0,1184.0,GasA,5,Y,SBrkr,1184,1426,0,2610,0.0,0.0,2,1,4,1,5.0,11,8.0,1,4,BuiltIn,2007.0,Fin,2.0,550.0,3,3,2,208,364,0,0,0,0,0,0,None,0,8,2007,New,Partial
876,20,RL,94.0,25286,2,0,4,HLS,4.0,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3,3,3,5,633.0,1,0.0,431.0,1064.0,GasA,4,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Attchd,1963.0,Unf,2.0,648.0,3,3,2,0,0,0,0,0,0,0,0,None,0,1,2007,WD,Normal
877,60,RL,74.0,8834,2,0,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5,3,No,6,1170.0,1,0.0,292.0,1462.0,GasA,5,Y,SBrkr,1462,762,0,2224,1.0,0.0,2,1,4,1,5.0,10,8.0,1,4,Attchd,2004.0,Fin,3.0,738.0,3,3,2,184,0,0,0,0,0,0,0,None,0,6,2009,WD,Normal
878,85,RL,88.0,11782,2,0,3,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,2,5,899.0,1,0.0,210.0,1109.0,GasA,3,Y,SBrkr,1155,0,0,1155,1.0,0.0,1,0,3,1,4.0,6,6.0,0,0,Detchd,1987.0,Unf,2.0,576.0,3,3,2,192,0,0,0,0,0,0,3,Shed,400,6,2010,WD,Normal
879,20,RL,,7000,2,0,3,Lvl,4.0,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,4,CBlock,3,3,No,5,646.0,1,0.0,218.0,864.0,GasA,5,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1978.0,Unf,1.0,336.0,3,3,2,0,0,0,0,0,0,0,2,None,0,7,2009,WD,Normal
880,20,RL,60.0,7024,2,0,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,No,5,980.0,1,0.0,110.0,1090.0,GasA,4,Y,SBrkr,1090,0,0,1090,1.0,0.0,1,1,2,1,3.0,5,8.0,0,0,Attchd,2005.0,Fin,2.0,450.0,3,3,2,0,49,0,0,0,0,0,0,None,0,6,2007,WD,Normal
881,50,RL,44.0,13758,2,0,3,Lvl,4.0,CulDSac,3,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,4,3,1,2,902.0,1,0.0,254.0,1156.0,GasA,5,Y,SBrkr,1187,530,0,1717,0.0,0.0,2,1,3,1,4.0,7,8.0,1,3,Attchd,1990.0,RFn,2.0,400.0,3,3,2,168,36,0,0,0,0,0,0,None,0,4,2007,WD,Normal
882,60,RL,,9636,2,0,3,Lvl,4.0,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,1,0.0,1,0.0,808.0,808.0,GasA,4,Y,SBrkr,808,785,0,1593,0.0,0.0,2,1,3,1,3.0,7,8.0,1,3,BuiltIn,1993.0,RFn,2.0,389.0,3,3,2,342,40,0,0,0,0,0,3,None,0,12,2009,WD,Normal
883,75,RL,60.0,6204,2,0,4,Bnk,4.0,Inside,3,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3,2,No,1,0.0,1,0.0,795.0,795.0,GasA,3,N,SBrkr,954,795,481,2230,1.0,0.0,1,0,5,1,3.0,10,8.0,0,0,Detchd,1997.0,Unf,1.0,440.0,3,4,2,0,188,0,0,0,0,0,0,None,0,3,2006,WD,Normal
884,20,RL,65.0,7150,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,No,4,432.0,1,0.0,460.0,892.0,GasA,3,Y,SBrkr,892,0,0,892,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Attchd,1967.0,RFn,1.0,288.0,3,3,2,0,0,0,0,0,0,0,2,None,0,7,2009,WD,Normal
885,120,FV,50.0,5119,2,0,3,Lvl,4.0,CulDSac,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5,3,2,6,1238.0,1,0.0,460.0,1698.0,GasA,5,Y,SBrkr,1709,0,0,1709,1.0,0.0,2,0,2,1,4.0,5,8.0,1,3,Attchd,1999.0,Fin,2.0,506.0,3,3,2,97,65,0,0,0,0,0,0,None,0,1,2008,CWD,Abnorml
886,90,RL,70.0,8393,2,0,4,Lvl,4.0,Corner,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,3,3,No,2,528.0,1,0.0,1098.0,1626.0,GasA,5,Y,SBrkr,1712,0,0,1712,0.0,0.0,2,0,4,2,3.0,8,8.0,0,0,Attchd,2005.0,Fin,2.0,588.0,3,3,2,272,54,0,0,0,0,0,0,None,0,6,2006,WD,Family
887,50,RL,59.0,16466,2,0,3,Lvl,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,No,1,0.0,1,0.0,816.0,816.0,GasA,3,Y,SBrkr,872,521,0,1393,0.0,0.0,1,1,3,1,3.0,8,8.0,0,0,Attchd,1955.0,Unf,1.0,300.0,3,3,2,121,0,0,0,265,0,0,0,None,0,4,2008,WD,Normal
888,20,RL,95.0,15865,2,0,3,Lvl,4.0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3,4,3,5,351.0,3,823.0,1043.0,2217.0,GasA,5,Y,SBrkr,2217,0,0,2217,1.0,0.0,2,0,4,1,4.0,8,8.0,1,3,Attchd,1970.0,Unf,2.0,621.0,3,3,2,81,207,0,0,224,0,0,0,None,0,10,2007,WD,Normal
889,20,RL,128.0,12160,2,0,4,Lvl,4.0,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3,3,No,4,1024.0,1,0.0,481.0,1505.0,GasA,5,Y,SBrkr,1505,0,0,1505,1.0,0.0,1,0,2,1,3.0,6,8.0,1,3,Attchd,1953.0,RFn,2.0,505.0,3,3,2,0,0,0,162,0,0,0,0,None,0,2,2009,WD,Normal
890,50,RL,60.0,8064,2,0,4,Lvl,4.0,Corner,3,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,5,Y,SBrkr,672,252,0,924,0.0,0.0,1,0,3,1,3.0,6,8.0,1,1,Detchd,2003.0,Unf,2.0,576.0,3,3,2,0,0,0,0,0,0,0,3,Shed,2000,7,2007,WD,Normal
891,60,RL,70.0,11184,2,0,4,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,3,3,No,2,226.0,3,500.0,192.0,918.0,GasA,4,Y,SBrkr,918,765,0,1683,0.0,0.0,2,1,3,1,3.0,7,8.0,1,3,Attchd,1978.0,RFn,2.0,440.0,3,3,2,243,0,0,0,0,0,0,0,None,0,7,2009,WD,Normal
892,20,RL,70.0,8414,2,0,4,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,6,663.0,1,0.0,396.0,1059.0,GasA,3,Y,SBrkr,1068,0,0,1068,0.0,1.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1963.0,RFn,1.0,264.0,3,3,2,192,0,0,0,0,0,0,3,None,0,2,2006,WD,Normal
893,20,RL,,13284,2,0,4,Lvl,4.0,Inside,3,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,4,3,1,4,1064.0,1,0.0,319.0,1383.0,GasA,3,Y,SBrkr,1383,0,0,1383,1.0,0.0,1,0,3,1,3.0,6,8.0,1,4,Attchd,1954.0,Unf,1.0,354.0,3,3,2,511,116,0,0,0,0,0,4,None,0,6,2008,WD,Normal
894,90,RL,64.0,7018,2,0,4,Bnk,4.0,Inside,3,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,3.0,8,8.0,0,0,Attchd,1979.0,Unf,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2009,WD,Alloca
895,60,RL,71.0,7056,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,3,CBlock,3,3,No,4,400.0,1,0.0,380.0,780.0,GasA,3,Y,SBrkr,983,813,0,1796,1.0,0.0,1,1,4,1,3.0,8,8.0,1,3,Attchd,1963.0,RFn,2.0,483.0,3,3,2,0,50,0,0,0,0,0,0,None,0,10,2008,WD,Normal
896,30,RM,50.0,8765,2,1,4,Lvl,4.0,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,5,285.0,1,0.0,666.0,951.0,GasA,5,N,SBrkr,951,0,0,951,0.0,0.0,1,0,2,1,3.0,6,8.0,0,0,Detchd,1936.0,Unf,1.0,327.0,3,3,2,0,28,0,0,0,0,0,0,None,0,4,2006,WD,Abnorml
897,90,RL,64.0,7018,2,0,4,Lvl,4.0,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1120,1120,0,2240,0.0,0.0,2,0,6,2,3.0,12,8.0,0,0,Detchd,1979.0,Unf,2.0,528.0,3,3,2,154,0,0,0,0,0,0,0,None,0,6,2009,WD,Alloca
898,20,RL,100.0,12919,2,0,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,5,3,PConc,5,3,3,6,2188.0,1,0.0,142.0,2330.0,GasA,5,Y,SBrkr,2364,0,0,2364,1.0,0.0,2,1,2,1,5.0,11,8.0,2,4,Attchd,2009.0,Fin,3.0,820.0,3,3,2,0,67,0,0,0,0,0,0,None,0,3,2010,New,Partial
899,20,RL,65.0,6993,2,0,4,Lvl,4.0,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,No,4,465.0,1,0.0,447.0,912.0,GasA,3,Y,SBrkr,1236,0,0,1236,0.0,0.0,1,0,3,1,3.0,6,8.0,1,3,Attchd,1961.0,Unf,1.0,288.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2006,WD,Normal
900,20,RL,,7340,2,0,3,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,5,322.0,1,0.0,536.0,858.0,GasA,3,Y,SBrkr,858,0,0,858,0.0,0.0,1,0,2,1,3.0,4,8.0,0,0,Detchd,1979.0,Unf,1.0,684.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2007,WD,Normal
901,20,RL,64.0,8712,2,0,3,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,860.0,1,0.0,132.0,992.0,GasA,3,Y,SBrkr,1306,0,0,1306,1.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1968.0,Unf,1.0,756.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal
902,60,RL,63.0,7875,2,0,4,Lvl,4.0,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0.0,1,0.0,783.0,783.0,GasA,5,Y,SBrkr,807,702,0,1509,0.0,0.0,2,1,3,1,4.0,8,8.0,1,4,Attchd,2003.0,Fin,2.0,393.0,3,3,2,0,75,0,0,0,0,0,0,None,0,7,2006,WD,Normal
903,20,RL,50.0,14859,2,0,3,HLS,4.0,CulDSac,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,4,3,PConc,4,3,No,1,0.0,1,0.0,1670.0,1670.0,GasA,5,Y,SBrkr,1670,0,0,1670,0.0,0.0,2,0,3,1,4.0,7,8.0,1,4,Attchd,2006.0,RFn,3.0,690.0,3,3,2,144,60,0,0,0,0,0,0,None,0,8,2006,New,Partial
904,20,RL,,6173,2,0,3,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3,3,No,6,599.0,1,0.0,277.0,876.0,GasA,3,Y,SBrkr,902,0,0,902,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1967.0,Unf,1.0,288.0,3,3,2,0,0,0,0,0,0,0,3,None,0,8,2007,WD,Normal
905,20,RL,80.0,9920,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,3,CBlock,3,3,No,3,354.0,2,290.0,412.0,1056.0,GasA,3,Y,SBrkr,1063,0,0,1063,1.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1954.0,RFn,1.0,280.0,3,3,2,0,0,164,0,0,0,0,3,None,0,2,2010,WD,Normal
906,20,RL,116.0,13501,2,0,3,Lvl,4.0,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,4,3,PConc,4,3,No,6,63.0,1,0.0,1560.0,1623.0,GasA,5,Y,SBrkr,1636,0,0,1636,1.0,0.0,2,0,3,1,4.0,8,8.0,1,4,Attchd,2006.0,RFn,3.0,865.0,3,3,2,0,60,0,0,0,0,0,0,None,0,6,2007,WD,Normal
907,50,RL,86.0,11500,2,0,3,Lvl,4.0,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4,3,No,3,223.0,1,0.0,794.0,1017.0,GasA,4,Y,SBrkr,1020,1037,0,2057,0.0,0.0,1,1,3,1,4.0,6,8.0,1,4,Attchd,1936.0,Fin,1.0,180.0,2,3,2,0,0,0,0,322,0,0,0,None,0,6,2006,WD,Normal
908,20,RL,,8885,2,0,3,Low,4.0,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,4,301.0,5,324.0,239.0,864.0,GasA,3,Y,SBrkr,902,0,0,902,1.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Attchd,1983.0,Unf,2.0,484.0,3,3,2,164,0,0,0,0,0,0,3,None,0,6,2006,WD,Normal
909,60,RL,149.0,12589,2,0,2,Lvl,4.0,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0.0,1,0.0,742.0,742.0,GasA,5,Y,SBrkr,742,742,0,1484,0.0,0.0,2,1,3,1,4.0,8,8.0,1,4,Attchd,2005.0,Fin,2.0,390.0,3,3,2,36,24,0,0,0,0,0,0,None,0,6,2009,WD,Normal
910,90,RL,80.0,11600,2,0,4,Lvl,4.0,Corner,3,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,3,CBlock,3,3,No,3,443.0,1,0.0,662.0,1105.0,GasA,3,Y,FuseA,1105,1169,0,2274,0.0,0.0,2,0,5,2,3.0,12,8.0,0,0,Detchd,1960.0,Unf,2.0,480.0,3,3,2,0,0,0,0,0,0,0,0,None,0,1,2010,WD,Normal
911,20,RL,,9286,2,0,3,Lvl,4.0,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,4,2,5,196.0,1,0.0,1072.0,1268.0,GasA,3,Y,SBrkr,1268,0,0,1268,0.0,0.0,1,1,3,1,4.0,5,8.0,0,0,Detchd,1978.0,Unf,1.0,252.0,3,3,2,173,0,0,0,0,0,0,0,None,0,10,2009,WD,Normal
912,30,RM,51.0,6120,2,0,4,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,3,489.0,1,0.0,279.0,768.0,GasA,3,N,SBrkr,1015,0,0,1015,0.0,0.0,1,0,3,1,3.0,6,7.0,0,0,Detchd,1925.0,Unf,1.0,450.0,3,3,2,0,0,112,0,120,0,0,3,Shed,620,7,2006,WD,Abnorml
913,90,RH,82.0,6270,2,0,4,HLS,4.0,Inside,3,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,4,284.0,1,0.0,717.0,1001.0,GasA,3,N,FuseA,1001,1001,0,2002,0.0,0.0,2,0,4,2,3.0,8,8.0,0,0,2Types,1949.0,Unf,3.0,871.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2007,WD,Normal
914,160,FV,30.0,3000,2,2,4,Lvl,4.0,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,2,6,294.0,1,0.0,318.0,612.0,GasA,5,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,4.0,4,8.0,0,0,Detchd,2009.0,RFn,2.0,528.0,3,3,2,0,234,0,0,0,0,0,0,None,0,6,2009,New,Partial
915,160,RM,21.0,2001,2,0,4,Lvl,4.0,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,3,3,CBlock,3,3,No,1,0.0,1,0.0,546.0,546.0,GasA,2,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,3.0,6,8.0,0,0,Attchd,1970.0,Unf,1.0,286.0,3,3,2,0,0,0,0,0,0,0,0,None,0,1,2007,WD,Normal
916,20,C (all),50.0,9000,2,0,4,Lvl,4.0,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,2,4,50.0,1,0.0,430.0,480.0,GasA,3,N,FuseA,480,0,0,480,1.0,0.0,0,0,1,1,3.0,4,8.0,0,0,Detchd,1958.0,Unf,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,None,0,10,2006,WD,Abnorml
917,20,RL,,17140,2,0,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,5,1059.0,1,0.0,75.0,1134.0,GasA,5,Y,FuseA,1229,0,0,1229,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1956.0,RFn,1.0,284.0,3,3,2,0,0,0,0,0,0,0,0,None,0,4,2009,WD,Normal
918,60,RL,103.0,13125,2,0,3,Lvl,4.0,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,5,3,1,4,48.0,6,634.0,422.0,1104.0,GasA,5,Y,SBrkr,912,1215,0,2127,1.0,0.0,2,1,4,1,4.0,8,8.0,1,3,Attchd,1991.0,RFn,3.0,833.0,3,3,2,72,192,224,0,0,0,0,4,None,0,11,2007,WD,Normal
919,20,RL,87.0,11029,2,0,3,Lvl,4.0,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,3,CBlock,4,3,No,5,528.0,4,411.0,245.0,1184.0,GasA,5,Y,SBrkr,1414,0,0,1414,1.0,0.0,1,0,3,1,3.0,6,7.0,1,3,Attchd,1990.0,Unf,2.0,601.0,3,3,2,0,51,0,0,190,0,0,0,None,0,5,2008,WD,Normal
920,60,RL,70.0,8462,2,0,3,Lvl,4.0,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,4,4,No,6,814.0,1,0.0,114.0,928.0,GasA,5,Y,SBrkr,936,785,0,1721,0.0,1.0,2,1,3,1,4.0,7,8.0,0,0,Attchd,1994.0,RFn,2.0,471.0,3,3,2,300,87,0,0,0,0,0,0,None,0,7,2007,WD,Normal
921,90,RL,67.0,8777,2,0,4,Lvl,4.0,Inside,3,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,5,1084.0,1,0.0,188.0,1272.0,GasA,4,Y,SBrkr,1272,928,0,2200,2.0,0.0,2,2,4,2,3.0,9,8.0,0,0,None,,None,0.0,0.0,0,0,0,0,70,0,0,0,0,0,4,None,0,9,2008,WD,Normal
922,20,RL,65.0,10237,2,0,4,Lvl,4.0,Inside,3,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,28.0,1,0.0,1288.0,1316.0,GasA,5,Y,SBrkr,1316,0,0,1316,0.0,0.0,2,0,3,1,4.0,6,8.0,1,4,Attchd,2005.0,Fin,2.0,397.0,3,3,2,100,0,0,23,0,0,0,0,None,0,10,2006,New,Partial
923,120,RL,50.0,8012,2,0,4,Lvl,4.0,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4,3,No,2,165.0,6,841.0,598.0,1604.0,GasA,5,Y,SBrkr,1617,0,0,1617,1.0,0.0,2,0,2,1,4.0,5,8.0,1,2,Attchd,1993.0,RFn,2.0,533.0,3,3,2,0,69,0,0,0,0,0,0,None,0,7,2008,WD,Normal
